agent PreviousPosition:None, CurrentPosition:A, g = 0, h = 3799, f = 3799, action: None
agent PreviousPosition:F, CurrentPosition:D --> g = 1790, h = 1673, f = 3463, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1792, h = 1673, f = 3465, action: ('take', <package.Package instance at 0x16fb07e8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1960, h = 1505, f = 3465, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:E --> g = 1750, h = 1715, f = 3465, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1794, h = 1673, f = 3467, action: ('take', <package.Package instance at 0x16fb5b48>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1964, h = 1505, f = 3469, action: ('take', <package.Package instance at 0x16fc4290>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1990, h = 1481, f = 3471, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1900, h = 1589, f = 3489, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2062, h = 1435, f = 3497, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 2432, h = 1066, f = 3498, action: ('take', <package.Package instance at 0x12f8c998>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2628, h = 870, f = 3498, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 2198, h = 1300, f = 3498, action: ('take', <package.Package instance at 0xf9345f0>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2348, h = 1150, f = 3498, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2543, h = 955, f = 3498, action: ('take', <package.Package instance at 0x16620f80>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2693, h = 805, f = 3498, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2152, h = 1346, f = 3498, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 2162, h = 1336, f = 3498, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:D --> g = 1633, h = 1865, f = 3498, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 2207, h = 1291, f = 3498, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 2492, h = 1006, f = 3498, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:F --> g = 1333, h = 2165, f = 3498, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1700, h = 1799, f = 3499, action: ('take', <package.Package instance at 0x16c8c170>)
agent PreviousPosition:A, CurrentPosition:A --> g = 2629, h = 870, f = 3499, action: ('take', <package.Package instance at 0x1695c3f8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2779, h = 720, f = 3499, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2218, h = 1281, f = 3499, action: ('take', <package.Package instance at 0x169402d8>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2368, h = 1131, f = 3499, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1652, h = 1847, f = 3499, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2049, h = 1450, f = 3499, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 2372, h = 1127, f = 3499, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1848, h = 1651, f = 3499, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2003, h = 1496, f = 3499, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1335, h = 2165, f = 3500, action: ('take', <package.Package instance at 0xdb123f8>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1419, h = 2081, f = 3500, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 2209, h = 1291, f = 3500, action: ('take', <package.Package instance at 0xf62ca70>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1287, h = 2213, f = 3500, action: ('take', <package.Package instance at 0x16c5acf8>)
agent PreviousPosition:E, CurrentPosition:D --> g = 1483, h = 2017, f = 3500, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 2397, h = 1103, f = 3500, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1701, h = 1799, f = 3500, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:D --> g = 1467, h = 2033, f = 3500, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 2294, h = 1206, f = 3500, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2273, h = 1227, f = 3500, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2423, h = 1077, f = 3500, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:E --> g = 2479, h = 1021, f = 3500, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 1505, h = 1995, f = 3500, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1850, h = 1651, f = 3501, action: ('take', <package.Package instance at 0x1015bef0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1654, h = 1847, f = 3501, action: ('take', <package.Package instance at 0x13f83d40>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1702, h = 1799, f = 3501, action: ('take', <package.Package instance at 0x16df0680>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1772, h = 1729, f = 3501, action: ('take', <package.Package instance at 0xf2ed710>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1474, h = 2027, f = 3501, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1010, h = 2491, f = 3501, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1469, h = 2033, f = 3502, action: ('take', <package.Package instance at 0x11fa3170>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1485, h = 2017, f = 3502, action: ('take', <package.Package instance at 0x1760d3f8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1593, h = 1909, f = 3502, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1421, h = 2081, f = 3502, action: ('take', <package.Package instance at 0x175f92d8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1505, h = 1997, f = 3502, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1337, h = 2165, f = 3502, action: ('take', <package.Package instance at 0x172ebc68>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1435, h = 2021, f = 3456, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1437, h = 2021, f = 3458, action: ('take', <package.Package instance at 0x17953950>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2902, h = 600, f = 3502, action: ('take', <package.Package instance at 0xf61e638>)
agent PreviousPosition:F, CurrentPosition:A --> g = 3097, h = 405, f = 3502, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2542, h = 960, f = 3502, action: ('take', <package.Package instance at 0x16c6fe60>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2662, h = 840, f = 3502, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1432, h = 2070, f = 3502, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 1278, h = 2224, f = 3502, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:E --> g = 2767, h = 735, f = 3502, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 1012, h = 2491, f = 3503, action: ('take', <package.Package instance at 0xdad7d88>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1096, h = 2407, f = 3503, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 2353, h = 1150, f = 3503, action: ('take', <package.Package instance at 0x17157a70>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2503, h = 1000, f = 3503, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1852, h = 1651, f = 3503, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1488, h = 2015, f = 3503, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 2558, h = 945, f = 3503, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 1500, h = 2003, f = 3503, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 2062, h = 1441, f = 3503, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1280, h = 2224, f = 3504, action: ('take', <package.Package instance at 0x10e07560>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1385, h = 2001, f = 3386, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1473, h = 1913, f = 3386, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1387, h = 2001, f = 3388, action: ('take', <package.Package instance at 0x17c84128>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1478, h = 1913, f = 3391, action: ('take', <package.Package instance at 0x17c892d8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1628, h = 1763, f = 3391, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1632, h = 1763, f = 3395, action: ('take', <package.Package instance at 0x17e03a70>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1758, h = 1665, f = 3423, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1478, h = 1972, f = 3450, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:A --> g = 1621, h = 1829, f = 3450, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1772, h = 1679, f = 3451, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1480, h = 1972, f = 3452, action: ('take', <package.Package instance at 0x17e00b00>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1626, h = 1829, f = 3455, action: ('take', <package.Package instance at 0x17e1fc20>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1776, h = 1679, f = 3455, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1780, h = 1679, f = 3459, action: ('take', <package.Package instance at 0x17f92368>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1976, h = 1483, f = 3459, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1980, h = 1483, f = 3463, action: ('take', <package.Package instance at 0x17fa4ab8>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2176, h = 1287, f = 3463, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:E --> g = 1553, h = 1913, f = 3466, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1555, h = 1913, f = 3468, action: ('take', <package.Package instance at 0x17df5dd0>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1639, h = 1829, f = 3468, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 2181, h = 1287, f = 3468, action: ('take', <package.Package instance at 0x17fb53b0>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2331, h = 1137, f = 3468, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1555, h = 1917, f = 3472, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1559, h = 1917, f = 3476, action: ('take', <package.Package instance at 0x17e25200>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1679, h = 1773, f = 3452, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 1819, h = 1633, f = 3452, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1823, h = 1633, f = 3456, action: ('take', <package.Package instance at 0x18151b48>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2019, h = 1437, f = 3456, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2024, h = 1437, f = 3461, action: ('take', <package.Package instance at 0x182b9560>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2234, h = 1227, f = 3461, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2239, h = 1227, f = 3466, action: ('take', <package.Package instance at 0x182c9ea8>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2389, h = 1077, f = 3466, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2394, h = 1077, f = 3471, action: ('take', <package.Package instance at 0x182d9170>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2544, h = 927, f = 3471, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:A --> g = 1491, h = 1985, f = 3476, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:F --> g = 1949, h = 1535, f = 3484, action: ('moveAndDrop', 'F')
agent PreviousPosition:A, CurrentPosition:D --> g = 1573, h = 1913, f = 3486, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 1906, h = 1581, f = 3487, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1577, h = 1913, f = 3490, action: ('take', <package.Package instance at 0x17df3d88>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1773, h = 1717, f = 3490, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2129, h = 1362, f = 3491, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2078, h = 1413, f = 3491, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1728, h = 1763, f = 3491, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1775, h = 1717, f = 3492, action: ('take', <package.Package instance at 0x18469ab8>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1859, h = 1633, f = 3492, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1861, h = 1633, f = 3494, action: ('take', <package.Package instance at 0x185eb5a8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2017, h = 1477, f = 3494, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2022, h = 1477, f = 3499, action: ('take', <package.Package instance at 0x185f87e8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1597, h = 1903, f = 3500, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 1507, h = 1997, f = 3504, action: ('take', <package.Package instance at 0x17942ef0>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1595, h = 1909, f = 3504, action: ('take', <package.Package instance at 0x17931f38>)
agent PreviousPosition:F, CurrentPosition:A --> g = 1751, h = 1753, f = 3504, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1487, h = 2017, f = 3504, action: ('take', <package.Package instance at 0x17612878>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1471, h = 2033, f = 3504, action: ('take', <package.Package instance at 0x17622878>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2483, h = 1021, f = 3504, action: ('take', <package.Package instance at 0xfc86ef0>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2679, h = 825, f = 3504, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 2008, h = 1496, f = 3504, action: ('take', <package.Package instance at 0xf7a5d40>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2203, h = 1301, f = 3504, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2373, h = 1131, f = 3504, action: ('take', <package.Package instance at 0x174615f0>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2523, h = 981, f = 3504, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 2213, h = 1291, f = 3504, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1763, h = 1741, f = 3504, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 1256, h = 2248, f = 3504, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1347, h = 2133, f = 3480, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:A --> g = 2522, h = 982, f = 3504, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 2218, h = 1286, f = 3504, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 2153, h = 1351, f = 3504, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 1801, h = 1703, f = 3504, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 1854, h = 1651, f = 3505, action: ('take', <package.Package instance at 0x1460abd8>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1098, h = 2407, f = 3505, action: ('take', <package.Package instance at 0x17aea878>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1182, h = 2323, f = 3505, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1014, h = 2491, f = 3505, action: ('take', <package.Package instance at 0xfc96fc8>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1112, h = 2347, f = 3459, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1208, h = 2251, f = 3459, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 1114, h = 2347, f = 3461, action: ('take', <package.Package instance at 0x1894c710>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1213, h = 2251, f = 3464, action: ('take', <package.Package instance at 0x18ab2ab8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1363, h = 2101, f = 3464, action: ('moveAndDrop', 'D')
